,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SimplOverallQual,SimplOverallCond,SimplPoolQC,SimplGarageCond,SimplGarageQual,SimplFireplaceQu,SimplFunctional,SimplKitchenQual,SimplHeatingQC,SimplBsmtFinType1,SimplBsmtFinType2,SimplBsmtCond,SimplBsmtQual,SimplExterCond,SimplExterQual,OverallGrade,GarageGrade,ExterGrade,KitchenScore,FireplaceScore,GarageScore,PoolScore,SimplOverallGrade,SimplExterGrade,SimplPoolScore,SimplGarageScore,SimplFireplaceScore,SimplKitchenScore,TotalBath,AllSF,AllFlrsSF,AllPorchSF,HasMasVnr,BoughtOffPlan,OverallQual-s2,OverallQual-s3,OverallQual-Sq,AllSF-2,AllSF-3,AllSF-Sq,AllFlrsSF-2,AllFlrsSF-3,AllFlrsSF-Sq,GrLivArea-2,GrLivArea-3,GrLivArea-Sq,SimplOverallQual-s2,SimplOverallQual-s3,SimplOverallQual-Sq,ExterQual-2,ExterQual-3,ExterQual-Sq,GarageCars-2,GarageCars-3,GarageCars-Sq,TotalBath-2,TotalBath-3,TotalBath-Sq,KitchenQual-2,KitchenQual-3,KitchenQual-Sq,GarageScore-2,GarageScore-3,GarageScore-Sq
101,SC60,RL,77.0,9206,2,None,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,4,3,CBlock,4,3,0,1,0,1,0,741,741,GasA,3,Y,SBrkr,977,755,0,1732,0,0,2,1,3,1,4,7,8,1,3,Attchd,1985.0,Fin,2,476,3,3,2,192,46,0,0,0,0,0,No,No,0,Jun,2010,WD,Normal,12.08954444723597,2,2,0,1,1,1,4,2,1,1,1,1,2,1,2,30,9,12,4,3,1428,0,4,2,0,476,1,2,2.5,2473,1732,46,1,0,36,216,2.449489742783178,6115729,15124197817,49.72926703662542,2999824,5195695168,41.617304093369626,2999824,5195695168,41.617304093369626,4,8,1.4142135623730951,16,64,2.0,4,8,1.4142135623730951,6.25,15.625,1.5811388300841898,16,64,2.0,2039184,2911954752,37.78888725538237
102,SC90,RL,64.0,7018,2,None,4,Bnk,4,Inside,3,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,2,Slab,0,0,0,0,0,0,0,0,0,GasA,3,Y,SBrkr,1535,0,0,1535,0,0,2,0,4,2,3,8,8,0,0,Attchd,1979.0,Unf,2,410,3,3,2,0,0,0,0,0,0,0,No,No,0,Jun,2009,WD,Alloca,11.68658461118553,2,2,0,1,1,0,4,1,1,0,0,0,0,1,1,25,9,6,6,0,1230,0,4,1,0,410,0,2,2.0,1535,1535,0,0,0,25,125,2.23606797749979,2356225,3616805375,39.179076048319466,2356225,3616805375,39.179076048319466,2356225,3616805375,39.179076048319466,4,8,1.4142135623730951,9,27,1.7320508075688772,4,8,1.4142135623730951,4.0,8.0,1.4142135623730951,9,27,1.7320508075688772,1512900,1860867000,35.07135583350036
103,SC20,RL,94.0,10402,2,None,3,Lvl,4,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,1,0,1,0,1226,1226,GasA,5,Y,SBrkr,1226,0,0,1226,0,0,2,0,3,1,4,6,8,0,0,Attchd,2009.0,RFn,3,740,3,3,2,0,36,0,0,0,0,0,No,No,0,May,2010,WD,Normal,12.200562492481511,3,2,0,1,1,0,4,2,2,1,1,1,2,1,1,35,9,9,4,0,2220,0,6,1,0,740,0,2,2.0,2452,1226,36,0,0,49,343,2.6457513110645907,6012304,14742169408,49.51767361255979,1503076,1842771176,35.014282800023196,1503076,1842771176,35.014282800023196,9,27,1.7320508075688772,9,27,1.7320508075688772,9,27,1.7320508075688772,4.0,8.0,1.4142135623730951,16,64,2.0,4928400,10941048000,47.11687595755899
104,SC50,RM,0.0,7758,2,None,4,Lvl,4,Corner,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,3,2,PConc,3,3,0,2,224,1,0,816,1040,GasA,5,Y,FuseF,1226,592,0,1818,0,0,1,1,4,1,3,7,8,2,3,Detchd,1951.0,Unf,1,240,3,3,2,0,0,0,0,184,0,0,No,No,0,Jun,2007,WD,Normal,12.040614105490253,3,2,0,1,1,1,4,1,2,1,1,1,1,1,1,28,9,6,3,6,720,0,6,1,0,240,2,1,1.5,2858,1818,184,1,0,49,343,2.6457513110645907,8168164,23344612712,53.46026561849464,3305124,6008715432,42.638011210655684,3305124,6008715432,42.638011210655684,9,27,1.7320508075688772,9,27,1.7320508075688772,1,1,1.0,2.25,3.375,1.224744871391589,9,27,1.7320508075688772,518400,373248000,26.832815729997478
105,SC60,FV,75.0,9375,2,None,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,4,3,PConc,5,3,0,1,0,1,0,1053,1053,GasA,5,Y,SBrkr,1053,939,0,1992,0,0,2,1,3,1,4,9,8,1,4,Attchd,2003.0,RFn,2,648,3,3,2,140,45,0,0,0,0,0,No,No,0,Aug,2008,WD,Normal,12.429220196836383,3,2,0,1,1,2,4,2,2,1,1,1,2,1,2,40,9,12,4,4,1944,0,6,2,0,648,2,2,2.5,3045,1992,45,1,0,64,512,2.8284271247461903,9272025,28233316125,55.18151864528558,3968064,7904383488,44.63182720884279,3968064,7904383488,44.63182720884279,9,27,1.7320508075688772,16,64,2.0,4,8,1.4142135623730951,6.25,15.625,1.5811388300841898,16,64,2.0,3779136,7346640384,44.090815370097204
106,SC30,RM,60.0,10800,2,1,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,4,7,1885,1995,Mansard,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,2,3,0,1,0,1,0,641,641,GasA,4,Y,SBrkr,1047,0,0,1047,0,0,1,0,2,1,3,6,8,0,0,Detchd,1954.0,Unf,1,273,2,2,0,0,0,0,0,0,0,0,No,Shed,450,Aug,2007,WD,Normal,11.51293546492023,2,3,0,1,1,0,4,1,2,1,1,1,1,1,1,28,4,9,3,0,546,0,6,1,0,273,0,1,1.0,1688,1047,0,0,0,16,64,2.0,2849344,4809692672,41.08527716834828,1096209,1147730823,32.357379374726875,1096209,1147730823,32.357379374726875,4,8,1.4142135623730951,9,27,1.7320508075688772,1,1,1.0,1.0,1.0,1.0,9,27,1.7320508075688772,298116,162771336,23.366642891095847
107,SC20,RM,50.0,6000,2,None,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,0,5,104,4,169,516,789,GasA,5,Y,SBrkr,789,0,0,789,0,0,1,0,2,1,3,5,8,0,0,Detchd,1948.0,Unf,1,250,3,3,2,0,0,0,0,0,0,0,No,No,0,Apr,2008,WD,Partial,11.652696102959753,2,2,0,1,1,0,4,1,2,2,2,1,1,1,1,25,9,9,3,0,750,0,4,1,0,250,0,1,1.0,1578,789,0,0,1,25,125,2.23606797749979,2490084,3929352552,39.72404813208241,622521,491169069,28.089143810376278,622521,491169069,28.089143810376278,4,8,1.4142135623730951,9,27,1.7320508075688772,1,1,1.0,1.0,1.0,1.0,9,27,1.7320508075688772,562500,421875000,27.386127875258307
108,SC50,RM,85.0,8500,2,None,4,Lvl,4,Corner,3,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1919,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,3,3,0,1,0,1,0,793,793,GasW,3,N,FuseF,997,520,0,1517,0,0,2,0,3,1,2,7,8,0,0,No,,No,0,0,0,0,0,0,0,144,0,0,0,0,No,No,0,Aug,2007,WD,Normal,11.652696102959753,2,3,0,0,0,0,4,1,1,1,1,1,1,1,1,35,0,9,2,0,0,0,6,1,0,0,0,1,2.0,2310,1517,144,0,0,25,125,2.23606797749979,5336100,12326391000,48.062459362791664,2301289,3491055413,38.948684188300895,2301289,3491055413,38.948684188300895,4,8,1.4142135623730951,9,27,1.7320508075688772,0,0,0.0,4.0,8.0,1.4142135623730951,4,8,1.4142135623730951,0,0,0.0
109,SC20,RL,105.0,11751,2,None,3,Lvl,4,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,6,6,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,480.0,3,3,CBlock,4,3,0,4,705,1,0,1139,1844,GasA,5,Y,SBrkr,1844,0,0,1844,0,0,2,0,3,1,3,7,8,1,3,Attchd,1977.0,RFn,2,546,3,3,2,0,122,0,0,0,0,0,MnPrv,No,0,Jan,2010,COD,Normal,12.154784614286667,2,2,0,1,1,1,4,1,2,2,1,1,2,1,1,36,9,9,3,3,1638,0,4,1,0,546,1,1,2.0,3688,1844,122,1,0,36,216,2.449489742783178,13601344,50161756672,60.728905802755904,3400336,6270219584,42.941821107167776,3400336,6270219584,42.941821107167776,4,8,1.4142135623730951,9,27,1.7320508075688772,4,8,1.4142135623730951,4.0,8.0,1.4142135623730951,9,27,1.7320508075688772,2683044,4394826072,40.47221268969612
110,SC50,RL,75.0,9525,2,None,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1954,1972,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,2,0,3,444,1,0,550,994,GasA,4,Y,SBrkr,1216,639,0,1855,0,0,2,0,4,1,3,7,8,0,0,Attchd,1954.0,Unf,1,325,3,3,2,182,0,0,0,0,0,0,No,No,0,Oct,2006,WD,Normal,11.827013315851762,2,2,0,1,1,0,4,1,2,1,1,1,1,1,1,24,9,9,3,0,975,0,4,1,0,325,0,1,2.0,2849,1855,0,0,0,36,216,2.449489742783178,8116801,23124766049,53.376024580330075,3441025,6383101375,43.069710934716056,3441025,6383101375,43.069710934716056,4,8,1.4142135623730951,9,27,1.7320508075688772,1,1,1.0,4.0,8.0,1.4142135623730951,9,27,1.7320508075688772,950625,926859375,31.22498999199199
111,SC80,RL,0.0,7750,2,None,3,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,6,250,1,0,134,384,GasA,5,Y,SBrkr,774,656,0,1430,0,0,2,1,3,1,3,7,8,1,3,BuiltIn,2000.0,Fin,2,400,3,3,2,180,0,0,0,0,0,0,No,No,0,Apr,2010,WD,Normal,12.100717685412471,3,2,0,1,1,1,4,1,2,2,1,1,2,1,1,35,9,9,3,3,1200,0,6,1,0,400,1,1,2.5,1814,1430,0,0,0,49,343,2.6457513110645907,3290596,5969141144,42.59107887809371,2044900,2924207000,37.815340802378074,2044900,2924207000,37.815340802378074,9,27,1.7320508075688772,9,27,1.7320508075688772,4,8,1.4142135623730951,6.25,15.625,1.5811388300841898,9,27,1.7320508075688772,1440000,1728000000,34.64101615137755
112,SC60,RL,77.0,9965,2,None,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,220.0,4,3,PConc,5,3,2,6,984,1,0,280,1264,GasA,5,Y,SBrkr,1282,1414,0,2696,1,0,2,1,4,1,5,10,8,1,4,BuiltIn,2007.0,Fin,3,792,3,3,2,120,184,0,0,168,0,0,No,No,0,Oct,2007,New,Partial,12.85832230788469,3,2,0,1,1,2,4,2,2,2,1,1,2,1,2,35,9,12,5,4,2376,0,6,2,0,792,2,2,3.5,3960,2696,352,1,1,49,343,2.6457513110645907,15681600,62099136000,62.928530890209096,7268416,19595649536,51.92301994298868,7268416,19595649536,51.92301994298868,9,27,1.7320508075688772,16,64,2.0,9,27,1.7320508075688772,12.25,42.875,1.8708286933869707,25,125,2.23606797749979,5645376,13413413376,48.744230427815765
113,SC20,RL,0.0,21000,2,None,4,Bnk,4,Corner,3,Crawfor,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,184.0,3,4,CBlock,4,3,1,5,35,3,869,905,1809,GasA,3,Y,SBrkr,2259,0,0,2259,1,0,2,0,3,1,4,7,8,2,4,Basment,1953.0,Unf,2,450,3,3,2,166,120,192,0,0,0,0,MnPrv,No,0,Oct,2007,COD,Abnorml,12.28765724080691,2,2,0,1,1,2,4,2,1,2,1,1,2,2,1,30,9,12,4,8,1350,0,4,2,0,450,4,2,3.0,4068,2259,312,1,0,36,216,2.449489742783178,16548624,67319802432,63.7808748764079,5103081,11527859979,47.52893855326458,5103081,11527859979,47.52893855326458,4,8,1.4142135623730951,9,27,1.7320508075688772,4,8,1.4142135623730951,9.0,27.0,1.7320508075688772,16,64,2.0,1822500,2460375000,36.742346141747674
114,SC70,RL,61.0,7259,2,None,3,Lvl,4,Inside,2,Crawfor,Norm,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,5,774,2,150,104,1028,GasA,5,Y,SBrkr,1436,884,0,2320,1,0,2,1,3,1,4,9,8,1,3,Detchd,1945.0,Unf,1,180,3,3,2,224,0,0,0,0,0,0,MnPrv,No,0,Jul,2007,WD,Normal,12.466515835145202,2,3,0,1,1,1,4,2,2,2,1,1,1,1,1,48,9,9,4,3,540,0,6,1,0,180,1,2,3.5,3348,2320,0,0,0,36,216,2.449489742783178,11209104,37528080192,57.86190456595773,5382400,12487168000,48.16637831516918,5382400,12487168000,48.16637831516918,4,8,1.4142135623730951,9,27,1.7320508075688772,1,1,1.0,12.25,42.875,1.8708286933869707,16,64,2.0,291600,157464000,23.2379000772445
115,SC160,FV,34.0,3230,2,2,4,Lvl,4,Corner,3,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129.0,3,3,PConc,4,3,0,6,419,1,0,310,729,GasA,4,Y,SBrkr,729,729,0,1458,0,0,2,1,2,1,3,5,8,1,2,Detchd,1999.0,Unf,2,440,3,3,2,0,32,0,0,0,0,0,No,No,0,Jun,2007,WD,Normal,12.07824495582233,2,2,0,1,1,1,4,1,2,2,1,1,2,1,1,30,9,9,3,2,1320,0,4,1,0,440,1,1,2.5,2187,1458,32,1,0,36,216,2.449489742783178,4782969,10460353203,46.76537180435969,2125764,3099363912,38.18376618407357,2125764,3099363912,38.18376618407357,4,8,1.4142135623730951,9,27,1.7320508075688772,4,8,1.4142135623730951,6.25,15.625,1.5811388300841898,9,27,1.7320508075688772,1742400,2299968000,36.3318042491699
116,SC20,RL,0.0,11616,2,None,4,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,116.0,3,3,CBlock,3,3,0,2,170,4,670,252,1092,GasA,3,Y,SBrkr,1092,0,0,1092,0,1,1,0,3,1,3,6,8,1,1,Attchd,1962.0,Unf,1,288,3,3,2,0,20,144,0,0,0,0,No,No,0,Sep,2009,WD,Normal,11.842236406331555,2,2,0,1,1,1,4,1,1,1,2,1,1,1,1,25,9,9,3,1,864,0,4,1,0,288,1,1,1.5,2184,1092,164,1,0,25,125,2.23606797749979,4769856,10417365504,46.73328578219169,1192464,1302170688,33.04542328371661,1192464,1302170688,33.04542328371661,4,8,1.4142135623730951,9,27,1.7320508075688772,1,1,1.0,2.25,3.375,1.224744871391589,9,27,1.7320508075688772,746496,644972544,29.393876913398138
117,SC20,RL,74.0,8536,2,None,4,Lvl,4,Corner,3,Edwards,Norm,Norm,1Fam,1Story,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,1,0,1,0,1125,1125,GasA,4,Y,SBrkr,1125,0,0,1125,0,0,1,1,2,1,3,5,8,0,0,Attchd,2007.0,Unf,2,430,3,3,2,80,64,0,0,0,0,0,No,No,0,Apr,2007,New,Partial,11.951186847493476,2,2,0,1,1,0,4,1,2,1,1,1,2,1,1,25,9,9,3,0,1290,0,4,1,0,430,0,1,1.5,2250,1125,64,0,1,25,125,2.23606797749979,5062500,11390625000,47.43416490252569,1265625,1423828125,33.54101966249684,1265625,1423828125,33.54101966249684,4,8,1.4142135623730951,9,27,1.7320508075688772,4,8,1.4142135623730951,2.25,3.375,1.224744871391589,9,27,1.7320508075688772,1664100,2146689000,35.91656999213594
118,SC60,RL,90.0,12376,2,None,4,Lvl,4,Corner,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,Plywood,Plywood,None,0.0,3,3,PConc,4,3,1,6,1470,1,0,203,1673,GasA,4,Y,SBrkr,1699,1523,0,3222,1,0,3,0,5,1,4,11,8,2,3,Attchd,1990.0,Unf,3,594,3,3,2,367,0,0,0,0,0,0,No,No,0,May,2010,WD,Normal,12.676079399771027,3,2,0,1,1,1,4,2,2,2,1,1,2,1,1,35,9,9,4,6,1782,0,6,1,0,594,2,2,4.0,4895,3222,0,0,0,49,343,2.6457513110645907,23961025,117289217375,69.96427659884722,10381284,33448497048,56.7626637852735,10381284,33448497048,56.7626637852735,9,27,1.7320508075688772,9,27,1.7320508075688772,9,27,1.7320508075688772,16.0,64.0,2.0,16,64,2.0,3175524,5658783768,42.21374183841087
119,SC60,RL,65.0,8461,2,None,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0,1,0,728,728,GasA,5,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,4,8,8,1,4,Attchd,2005.0,Fin,2,390,3,3,2,0,24,0,0,0,0,0,No,No,0,Jul,2006,New,Partial,12.0075668272517,2,2,0,1,1,2,4,2,2,1,1,1,2,1,2,30,9,12,4,4,1170,0,4,2,0,390,2,2,2.5,2184,1456,24,0,1,36,216,2.449489742783178,4769856,10417365504,46.73328578219169,2119936,3086626816,38.157568056677825,2119936,3086626816,38.157568056677825,4,8,1.4142135623730951,16,64,2.0,4,8,1.4142135623730951,6.25,15.625,1.5811388300841898,16,64,2.0,1368900,1601613000,34.20526275297414
120,SC80,RL,0.0,21453,2,None,3,Low,4,CulDSac,1,ClearCr,Norm,Norm,1Fam,SLvl,6,5,1969,1969,Flat,Metal,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,3,5,938,1,0,0,938,GasA,5,Y,SBrkr,988,0,0,988,1,0,1,0,1,1,3,4,8,2,3,Attchd,1969.0,Unf,2,540,3,3,2,0,130,0,130,0,0,0,No,No,0,Oct,2006,WD,Normal,12.100717685412471,2,2,0,1,1,1,4,1,2,2,1,1,1,1,1,30,9,9,3,6,1620,0,4,1,0,540,2,1,2.0,1926,988,260,0,0,36,216,2.449489742783178,3709476,7144450776,43.88621651498338,976144,964430272,31.432467291003423,976144,964430272,31.432467291003423,4,8,1.4142135623730951,9,27,1.7320508075688772,4,8,1.4142135623730951,4.0,8.0,1.4142135623730951,9,27,1.7320508075688772,2624400,4251528000,40.24922359499622
121,SC50,RM,50.0,6060,2,None,4,Lvl,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1939,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,PConc,3,3,0,1,0,1,0,732,732,GasA,4,Y,SBrkr,772,351,0,1123,0,0,1,0,3,1,3,4,8,0,0,Detchd,1979.0,Unf,1,264,3,3,1,0,0,140,0,0,0,0,MnPrv,No,0,Jun,2007,WD,Normal,11.51293546492023,2,2,0,1,1,0,4,1,2,1,1,1,1,1,1,20,9,9,3,0,792,0,4,1,0,264,0,1,1.0,1855,1123,140,0,0,16,64,2.0,3441025,6383101375,43.069710934716056,1261129,1416247867,33.51119216023208,1261129,1416247867,33.51119216023208,4,8,1.4142135623730951,9,27,1.7320508075688772,1,1,1.0,1.0,1.0,1.0,9,27,1.7320508075688772,627264,496793088,28.142494558940577
122,SC20,RL,75.0,9464,2,None,4,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,6,7,1958,1958,Hip,CompShg,MetalSd,MetalSd,BrkFace,135.0,3,4,CBlock,3,3,0,4,570,1,0,510,1080,GasA,4,Y,SBrkr,1080,0,0,1080,0,0,1,0,3,1,3,5,8,0,0,Attchd,1958.0,Unf,1,288,3,3,2,0,0,0,0,130,0,0,No,No,0,Jun,2008,WD,Normal,11.820417517632333,2,3,0,1,1,0,4,1,2,2,1,1,1,2,1,42,9,12,3,0,864,0,6,2,0,288,0,1,1.0,2160,1080,130,1,0,36,216,2.449489742783178,4665600,10077696000,46.475800154489,1166400,1259712000,32.863353450309965,1166400,1259712000,32.863353450309965,4,8,1.4142135623730951,9,27,1.7320508075688772,1,1,1.0,1.0,1.0,1.0,9,27,1.7320508075688772,746496,644972544,29.393876913398138
123,SC120,RL,55.0,7892,2,None,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,1993,Gable,CompShg,Plywood,Plywood,None,0.0,4,3,PConc,4,3,0,6,300,1,0,899,1199,GasA,5,Y,SBrkr,1199,0,0,1199,0,0,2,0,2,1,4,5,8,0,0,Attchd,1993.0,RFn,2,530,3,3,2,0,63,0,0,0,0,0,No,No,0,Mar,2008,WD,Normal,11.944064817531656,2,2,0,1,1,0,4,2,2,2,1,1,2,1,2,30,9,12,4,0,1590,0,4,2,0,530,0,2,2.0,2398,1199,63,0,0,36,216,2.449489742783178,5750404,13789468792,48.96937818678118,1437601,1723683599,34.62657938636157,1437601,1723683599,34.62657938636157,4,8,1.4142135623730951,16,64,2.0,4,8,1.4142135623730951,4.0,8.0,1.4142135623730951,16,64,2.0,2528100,4019679000,39.87480407475377
124,SC20,RL,48.0,17043,2,None,3,Lvl,4,CulDSac,3,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1998,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,4,2,0,1,0,1,0,1362,1362,GasA,3,Y,SBrkr,1586,0,0,1586,0,0,2,0,3,1,3,7,8,1,3,Attchd,1979.0,Unf,2,435,3,3,2,192,0,0,0,0,0,0,No,No,0,Jan,2009,WD,Normal,12.10625783509458,2,2,0,1,1,1,4,1,1,1,1,1,2,2,1,30,9,12,3,3,1305,0,4,2,0,435,1,1,2.0,2948,1586,0,0,0,36,216,2.449489742783178,8690704,25620195392,54.29548784199291,2515396,3989418056,39.824615503479755,2515396,3989418056,39.824615503479755,4,8,1.4142135623730951,9,27,1.7320508075688772,4,8,1.4142135623730951,4.0,8.0,1.4142135623730951,9,27,1.7320508075688772,1703025,2222447625,36.124783736376884
125,SC190,RM,60.0,6780,2,None,4,Lvl,4,Inside,3,IDOTRR,Norm,Norm,2fmCon,1.5Fin,6,8,1935,1982,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,CBlock,3,3,2,6,490,1,0,30,520,GasA,4,N,SBrkr,520,0,234,754,1,0,1,0,2,1,3,5,8,0,0,No,,No,0,0,0,0,0,53,0,0,0,0,0,0,No,No,0,Jun,2006,WD,Normal,11.344518647594766,2,3,0,0,0,0,4,1,2,2,1,1,1,1,1,48,0,6,3,0,0,0,6,1,0,0,0,1,2.0,1274,520,0,0,0,36,216,2.449489742783178,1623076,2067798824,35.6931365951495,270400,140608000,22.80350850198276,568516,428661064,27.459060435491963,4,8,1.4142135623730951,9,27,1.7320508075688772,0,0,0.0,4.0,8.0,1.4142135623730951,9,27,1.7320508075688772,0,0,0.0
126,SC120,RL,0.0,4928,2,None,3,Lvl,4,Inside,3,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,0,5,120,1,0,958,1078,GasA,3,Y,SBrkr,958,0,0,958,0,0,2,0,2,1,3,5,8,1,3,Attchd,1977.0,RFn,2,440,3,3,2,0,205,0,0,0,0,0,No,No,0,Feb,2007,WD,Normal,11.759793355371237,2,2,0,1,1,1,4,1,1,2,1,1,2,1,1,30,9,9,3,3,1320,0,4,1,0,440,1,1,2.0,2036,958,205,0,0,36,216,2.449489742783178,4145296,8439822656,45.12205669071391,917764,879217912,30.95157508108432,917764,879217912,30.95157508108432,4,8,1.4142135623730951,9,27,1.7320508075688772,4,8,1.4142135623730951,4.0,8.0,1.4142135623730951,9,27,1.7320508075688772,1742400,2299968000,36.3318042491699
127,SC45,RM,55.0,4388,2,None,3,Bnk,4,Inside,3,OldTown,Feedr,Norm,1Fam,1.5Unf,5,7,1930,1950,Gable,CompShg,WdShing,Wd Sdng,None,0.0,3,4,BrkTil,3,3,0,2,116,1,0,556,672,GasA,5,Y,SBrkr,840,0,0,840,0,0,1,0,3,1,3,5,8,1,3,No,,No,0,0,0,0,0,0,0,0,0,0,0,0,No,No,0,Jun,2007,WD,Normal,11.373674891823535,2,3,0,0,0,1,4,1,2,1,1,1,1,2,1,35,0,12,3,3,0,0,6,2,0,0,1,1,1.0,1512,840,0,0,0,25,125,2.23606797749979,2286144,3456649728,38.88444419044716,705600,592704000,28.982753492378876,705600,592704000,28.982753492378876,4,8,1.4142135623730951,9,27,1.7320508075688772,0,0,0.0,1.0,1.0,1.0,9,27,1.7320508075688772,0,0,0.0
128,SC60,RL,69.0,7590,2,None,4,Lvl,4,Inside,3,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,3,3,CBlock,3,3,0,4,512,1,0,148,660,GasA,3,Y,SBrkr,660,688,0,1348,0,0,1,1,3,1,3,6,8,1,2,Attchd,1966.0,RFn,2,453,3,3,2,188,108,0,0,0,0,0,No,No,0,Jul,2006,WD,Normal,11.951186847493476,2,2,0,1,1,1,4,1,1,2,1,1,1,1,1,30,9,9,3,2,1359,0,4,1,0,453,1,1,1.5,2008,1348,108,1,0,36,216,2.449489742783178,4032064,8096384512,44.81071300481616,1817104,2449456192,36.71511950137164,1817104,2449456192,36.71511950137164,4,8,1.4142135623730951,9,27,1.7320508075688772,4,8,1.4142135623730951,2.25,3.375,1.224744871391589,9,27,1.7320508075688772,1846881,2509911279,36.864617182333525
